"Outer_Iter",  "rms[A_Rho][0]" , "rms[A_RhoU][0]" , "rms[A_RhoV][0]" ,   "rms[A_E][0]"  
         352, -13.4962034344175, -16.2365614709642, -16.5563118891062, -19.3146391329091
         353,  -13.537452993781, -16.2765818368719, -16.5941031344481, -19.3526083680234
         354,  -13.578408550416, -16.3163810827259, -16.6318536650205, -19.3905083455817
         355, -13.6190823402423, -16.3559698745056, -16.6695702785031, -19.4283444380919
         356, -13.6594893300097, -16.3953651036528, -16.7072633282546, -19.4661259249166
         357, -13.6996470455874, -16.4345824943481, -16.7449361324744, -19.5038638144319
         358,  -13.739573380694, -16.4736374953478, -16.7825899548003, -19.5415700494513
         359, -13.7792891768372, -16.5125478197172, -16.8202463086466, -19.5792502560059
         360, -13.8188188680807, -16.5513336684834, -16.8579180706841, -19.6169169628016
         361, -13.8581831520027, -16.5900172926536, -16.8956048016242, -19.6545872485013
         362, -13.8974059397857, -16.6286162012446, -16.9333278316385, -19.6922755185304
         363, -13.9365123492814, -16.6671529560169, -16.9710987228585, -19.7299894691436
         364, -13.9755240208906, -16.7056470063747,  -17.008917281229, -19.7677494307094
         365, -14.0144699880714, -16.7441258358029, -17.0467978973237, -19.8055701934495
